paper_no,Name,URL,Author1,Author2,Author3,Author4,Author5,Author6,Author7,Author8,Author9,Author10,Author11,Author12,Author13,Author14,Author15,Author16,Author17,Author18,Author19,Author20
860,Transvaginal Natural Orifice Transluminal Endoscopic Surgery (NOTES) Nephrectomy: Our Experience,http://www.siucongress.org/eipdf/siu2012Abstract01195.pdf,Xiaofeng Zou,Guoxi Zhang,Yijun Xue,Yuanhu Yuan,Rihai Xiao,Gengqing Wu,Xiaoning Wang,Dazhi Long,Yuting Wu,,,,,,,,,,,
861,Overall Survival Benefit with Sipuleucel-T by Baseline PSA: An Exploratory Analysis from the Phase 3 IMPACT Trial,http://www.siucongress.org/eipdf/siu2012Abstract01196.pdf,Neal Shore,Gerald Chodak,Paul Schellhammer,James Whitmore,Robert Sims,Philip Kantoff,,,,,,,,,,,,,,
864,Assessment of Prostate-Specific Antigen (PSA) Kinetics in Prediction of Prostate Cancer on Prostate Biopsy,http://www.siucongress.org/eipdf/siu2012Abstract01199.pdf,Shunsuke Shinmei,Shogo Inoue,Taisuke Ohkuchi,Akihiro Yasukawa,,,,,,,,,,,,,,,,
865,Overexpression of FoxM1 is Associated with Tumor Progression in Patients with Renal Cell Carcinoma,http://www.siucongress.org/eipdf/siu2012Abstract01200.pdf,Yijun Xue,Guoxi Zhang,Ruiquan Xu,Xiaofeng Zou,Xin Zhong,Gengqing Wu,Xiaoning Wang,Dazhi Long,Yuting Wu,Hui Xu,Min Liu,,,,,,,,,
866,CIP2A is Associated with Human Bladder Cancer Aggressivity,http://www.siucongress.org/eipdf/siu2012Abstract01201.pdf,Yijun Xue,Xiaofeng Zou,Bo Jiang,Guoxi Zhang,Yunfeng Liao,Gengqing Wu,Xiaoning Wang,Folin Liu,Jun Yang,Min Liu,,,,,,,,,,
867,Two-Trocar Transumbilical Laparoscopic Surgery for High Ligation of Spermatic Vein: Report of 72 Cases,http://www.siucongress.org/eipdf/siu2012Abstract01202.pdf,Jun Yang,Dazhi Long,Min Liu,Guoxi Zhang,Yuanhu Yuan,Rihai Xiao,Folin Liu,Hui Xu,Yijun Xue,Xiaofeng Zou,,,,,,,,,,
868,Expression of Claudin-4 in Human Urothelial Cancer and Renal Cell Carcinoma,http://www.siucongress.org/eipdf/siu2012Abstract01203.pdf,Masaomi Kuwada,Yoshitomo Chihara,Yi Lou,Motokiyo Yoshikawa,Kiyohide Fujimoto,Yoshihiko Hirao,Hiroki Kuniyasu,,,,,,,,,,,,,
869,Retroperitoneoscopic Approach of Castleman's Disease in the Pararenal Retroperitoneum: Report of Two Cases,http://www.siucongress.org/eipdf/siu2012Abstract01204.pdf,Steven Kuan-Hua Huan,Allen W. Chiu,,,,,,,,,,,,,,,,,,
870,Detection of Chromosomal Alterations in Schistosome-Related Bladder Carcinoma in Egyptian Patients Using Multitarget FISH Assay in Urine,http://www.siucongress.org/eipdf/siu2012Abstract01205.pdf,Ahmed Kamel,Olfat Hamam,Mamdouh Roshdy,Ahmed Abdel Salam,Tarek Eleithy,,,,,,,,,,,,,,,
871,The Impact of Nephroureterectomy with or without Bladder Cuff Excision for Patients with Upper Urinary Tract Urothelial Carcinoma on Bladder Recurrence,http://www.siucongress.org/eipdf/siu2012Abstract01206.pdf,Yi Shiou Tseng,Shiu Dong Chung,,,,,,,,,,,,,,,,,,
872,Dendritic Cell-Based Immunotherapy Combined with Sunitinib for Metastatic Renal Cell Carcinoma,http://www.siucongress.org/eipdf/siu2012Abstract01207.pdf,Yutaka Enomoto,Haruki Kume,Hiroshi Fukuhara,Tetsuya Fujimura,Motofumi Suzuki,Hiroaki Nishimatsu,Akira Ishikawa,Hirokazu Matsushita,Kazuhiro Kakimi,Yukio Homma,,,,,,,,,,
874,Formation of the Connective Tissue with Cell-Active 'LitAr' Material for the Treatment of Stress Urinary Incontinence: Results of 3 Years' Observations,http://www.siucongress.org/eipdf/siu2012Abstract01209.pdf,Vasilii Dubrovin,Andrey Kislov,Sergey Litvinov,,,,,,,,,,,,,,,,,
875,Transrectal Ultrasound Guided Drainage for Treatment of Prostate Abscess,http://www.siucongress.org/eipdf/siu2012Abstract01210.pdf,Cheong Yu,Sau Kwan Chu,Chi Wai Man,,,,,,,,,,,,,,,,,
876,Feasibility of Felt Pledgets Application for Renorrhaphy after Laparoscopic Partial Nephrectomy,http://www.siucongress.org/eipdf/siu2012Abstract01211.pdf,Francesca Suriano,Simone Albisinni,Michael Conlin,Maurizio Buscarini,,,,,,,,,,,,,,,,
878,Perineal Urethrostomy in Management of Urethral Strictures in 206 Patients,http://www.siucongress.org/eipdf/siu2012Abstract01213.pdf,Shailesh Shah,Pranjal Modi,Narendra Bhandari,,,,,,,,,,,,,,,,,
879,Clinical Outcomes of Primary Versus Secondary Non-muscle Invasive Bladder Cancer,http://www.siucongress.org/eipdf/siu2012Abstract01214.pdf,Yi Shiou Tseng,Shiu Dong Chung,,,,,,,,,,,,,,,,,,
881,The Impact of Urinary pH on Tumor Recurrence after Intravesical Mitomycin C Therapy for Non-muscle Invasive Bladder Tumor within Postoperative 24 Hours,http://www.siucongress.org/eipdf/siu2012Abstract01216.pdf,Yi Shiou Tseng,Shiu Dong Chung,,,,,,,,,,,,,,,,,,
883,The ProtecT Trial - Evaluating the Effectiveness of Treatments for Clinically Localised Prostate Cancer,http://www.siucongress.org/eipdf/siu2012Abstract01218.pdf,J Athene Lane,Jenny Donovan,David Neal,Freddie Hamdy,,,,,,,,,,,,,,,,
887,Prognostic Role of Clinical and Pathological Factors in Patients with Renal Cell Carcinoma,http://www.siucongress.org/eipdf/siu2012Abstract01222.pdf,Boris Alekseev,Aleksey Kalpinskiy,Kirill Nyushko,Georgiy Frank,Yulia Andreeva,Maksim Golovaschenko,Elena Pryadilova,,,,,,,,,,,,,
888,Usefulness of P574R Polymorphism of Matrix Metalloprotease 9 (MMP-9) in the Diagnosis and Prognosis of Prostate Cancer,http://www.siucongress.org/eipdf/siu2012Abstract01223.pdf,Rodrigo Gil-Ugarteburu,Iván González Rodríguez,Manuel Rivas del Fresno,José Ramón Pérez-Carral,Ana Fernández Somoano,Adonina Tardón García,,,,,,,,,,,,,,
889,ProDiet: The Feasibility of a Randomised Controlled Trial of Dietary Interventions for Men at Elevated Risk of Prostate Cancer,http://www.siucongress.org/eipdf/siu2012Abstract01224.pdf,J Athene Lane,Kerry Avery,Jenny Donovan,Rhiannon Macefield,David Gillatt,Jeff Holly,George Davey-Smith,David Neal,Freddie Hamdy,Chris Metcalfe,,,,,,,,,,
891,Genetic Variation of Matrix Metalloprotease 9 (MMP-9) Predominant in Asian Populations Associated with Good Prognosis Prostate Cancer,http://www.siucongress.org/eipdf/siu2012Abstract01226.pdf,Rodrigo Gil-Ugarteburu,Iván González Rodríguez,Manuel Rivas del Fresno,Priscila Benito García,Ana Fernández Somoano,Adonina Tardón García,,,,,,,,,,,,,,
892,"Percutaneous Nephrolithotomy (PCNL): 10 Years' Experience with 7200 Cases, Report of Results and Complications in  Southern Iran",http://www.siucongress.org/eipdf/siu2012Abstract01227.pdf,Mohammad Mehdi Hosseini,A Yousefi,A Hassanpour,R Inaloo,E Ahmad,F Manaheji,A Ariafar,A Aminsharifi,A Tadayyon,S Shakeri,M.Z. Abbasi,A.R. Haghpanah,,,,,,,,
894,Plasmatic Variations of Metalloproteinase 9 (MMP-9) Due to Functional Polymorphism in Prostate Cancer,http://www.siucongress.org/eipdf/siu2012Abstract01229.pdf,Rodrigo Gil-Ugarteburu,Iván González Rodríguez,Manuel Rivas del Fresno,Priscila Benito García,Ana Fernández Somoano,Adonina Tardón García,,,,,,,,,,,,,,
895,Clinical (Non-Histological) Diagnosis of Advanced Prostate Cancer: Evaluation of Treatment Outcome After Androgen Deprivation Therapy,http://www.siucongress.org/eipdf/siu2012Abstract01230.pdf,Jacques Basson,Chris F Heyns,Andre van der Merwe,Amir Zarrabi,,,,,,,,,,,,,,,,
896,Advantages of Intermittent Antiandrogen Hormonal Therapy in the Treatment of Prostate Cancer,http://www.siucongress.org/eipdf/siu2012Abstract01231.pdf,Tosho Ganev,Lidiya Petkova,Toni Statelov,Veselin Stamboliyski,Aleksander Hinev,Nikolai Evtimov,,,,,,,,,,,,,,
898,Prospective Evaluation of a New Visual Prostate Symptom Score (VPSS) versus the International Prostate Symptom Score (IPSS) to Assess Lower Urinary Tract Symptoms,http://www.siucongress.org/eipdf/siu2012Abstract01233.pdf,Serge Wessels,Chris Heyns,,,,,,,,,,,,,,,,,,
899,"Ureteral Complications of Renal Transplantation

",http://www.siucongress.org/eipdf/siu2012Abstract01234.pdf,Ibrahim Al Oriafi,Mohamed Aggamy,,,,,,,,,,,,,,,,,,
900,The Role of NBI Re-TURB in the Evaluation of T1HG: Preliminary Experience,http://www.siucongress.org/eipdf/siu2012Abstract01235.pdf,Roberto Giulianelli,Barbara Cristina Gentile,Gabriella Mirabile,Francesco Pisanti,Luca Mavillo,Luca Albanesi,Francesco Attisani,Manlio Schettini,,,,,,,,,,,,
902,Laparoscopic Donor Nephrectomy,http://www.siucongress.org/eipdf/siu2012Abstract01237.pdf,Ibrahim Al Oriafi,Mohamed Aggamy,,,,,,,,,,,,,,,,,,
904,Our Experience in Retrograde Intrarenal Surgery for Renal Stones,http://www.siucongress.org/eipdf/siu2012Abstract01239.pdf,Roberto Giulianelli,Barbara Cristina Gentile,Stefano Brunori,Luca Mavilla,Luca Albanesi,Francesco Attisani,Gabriella Mirabile,Teuta Shestani,Manlio Schettini,,,,,,,,,,,
905,Narrow Band Imaging (NBI) Assisted Bipolar TURBT in Villa Tiberia Centre,http://www.siucongress.org/eipdf/siu2012Abstract01240.pdf,Roberto Giulianelli,Stefano Brunori,Barbara Cristina Gentile,Luca Albanesi,Francesco Pisanti,Gabriella Mirabile,Francesco Attisani,Teuta Shestani,Luca Mavilla,Manlio Schettini,,,,,,,,,,
911,Is Tension-Free Suburethral Sling (TOT) Set to Become the New Gold Standard for Treatment of Stress Urinary Incontinence? Our Experience with TOT in Treatment of Female SUI,http://www.siucongress.org/eipdf/siu2012Abstract01246.pdf,Mª Carmen Cano García,Antonio Romero Hoyuela,Emilio Izquierdo Morejón,Bogdan Pietricicà,Raúl Montoya Chinchilla,Guillermo Hidalgo Agulló,Leandro Reina Alcaina,Antonio Rosino Sánchez,Tomás Fernández Aparicio,Bernardino Miñana López,,,,,,,,,,
912,Artery and Lymphatic Sparing Laparoscopic Varicocelectomy,http://www.siucongress.org/eipdf/siu2012Abstract01247.pdf,Alexander Hinev,Deyan Anakievski,Peter Kosev,,,,,,,,,,,,,,,,,
916,Combination of Anticholinergics (Tolterodine) and Selective Alpha-Blocker (Tamsulosin) to Improve the Urinary Symptoms Associated with Indwelling Double J Ureteral Stent,http://www.siucongress.org/eipdf/siu2012Abstract01251.pdf,Ahmed Shelbaia,Ahmed El Nashar,Hosny Khiry,,,,,,,,,,,,,,,,,
917,Cystectomy of the Octogenarians: Should Cystectomy Be Offered to the Patient Above 80 Years?,http://www.siucongress.org/eipdf/siu2012Abstract01252.pdf,Pernille Skjold Kingo,Jørgen Bjerggaard Jensen,,,,,,,,,,,,,,,,,,
918,Influence of the Neural Microenvironment in Prostate Cancer,http://www.siucongress.org/eipdf/siu2012Abstract01253.pdf,Gustavo Ayala,Brian Miles,Jason Au,Michael Ittmann,David Rowley,Christian Freund,,,,,,,,,,,,,,
919,Testosterone Replacement Therapy in Patients with High Risk Prostate Cancer After Radical Prostatectomy,http://www.siucongress.org/eipdf/siu2012Abstract01254.pdf,Alexander Pastuszak,Brian Miles,Mohit Khera,Larry Lipshultz,,,,,,,,,,,,,,,,
921,Multi-Tract Percutaneous Nephrolithotomie Combining a Standard Tract Using a Nephroscope and Mini-Percutaneous-Tracts Using a Rigid Ureteroscope,http://www.siucongress.org/eipdf/siu2012Abstract01256.pdf,Kamal Moufid,Abdelghani Ammani,Khalil Bazine,Mohammed Asseban,Mohammed Alami,Amoqran Beddouch,Mohammed Lezrek,,,,,,,,,,,,,
923,"Urethra Sparing Cystectomy and Orthotopic Diversion in Females: Oncological Outcomes, Risk and Treatment of Urethral Recurrence",http://www.siucongress.org/eipdf/siu2012Abstract01258.pdf,Marko Babjuk,Petr Macek,Jan Hrbacek,Viktor Soukup,Antonin Brisuda,Ladislav Jarolim,Tomas Hanus,,,,,,,,,,,,,
928,Treatment of Recurrent Cystitis/Painful Bladder Syndrome and Overactive Bladder Symptoms with Chondroitin Sulphate 0.2% (Gepan),http://www.siucongress.org/eipdf/siu2012Abstract01263.pdf,Chandran Tanabalan,Mohammad Kabir,Faruquz Zaman,Adam Allemudder,Clare Smart,Jhumur Pati,,,,,,,,,,,,,,
929,"Hemi Salvage HIFU and Apex Sparing Salvage HIFU in Patients with Radiorecurrent Prostate Cancer: Impact on Urinary Continence: A Pilot Study
",http://www.siucongress.org/eipdf/siu2012Abstract01264.pdf,Eduard Baco,Erik Rud,Dagmar Klotz,Aud Svindland,Viktor Berge,Heidi B. Eggesbø,,,,,,,,,,,,,,
934,Penile Refracture Case Series,http://www.siucongress.org/eipdf/siu2012Abstract01269.pdf,Zubeir Ali,James Broome,Ian Pearce,,,,,,,,,,,,,,,,,
935,iPad-Assisted Percutaneous Access to the Kidney: Initial Experience,http://www.siucongress.org/eipdf/siu2012Abstract01270.pdf,Dogu Teber,Michael Müller,Markus Fangerau,Peter Meinzer,Jan Klein,Tobias Simpfendörfer,Markus Hohenfellner,Jens Rassweiler,,,,,,,,,,,,
936,Pathological Significance of HuR Expression in Bladder Cancer: Correlation with Cell Proliferation and Angiogenesis,http://www.siucongress.org/eipdf/siu2012Abstract01271.pdf,Yasuyoshi Miyata,Kojiro Ohba,Tomohiro Matsuo,Yuji Sagara,Shin-ichi Watanabe,Hideki Sakai,,,,,,,,,,,,,,
937,Reliability of TRUS Calculations of Prostate Volume,http://www.siucongress.org/eipdf/siu2012Abstract01272.pdf,Kaylie Hughes,David Ellis,Richard Stephenson,David Hughes,,,,,,,,,,,,,,,,
938,Retrograde versus Antegrade Nerve-Sparing During Robot-Assisted Radical Prostatectomy: Which Is Better for Early Functional Outcomes?,http://www.siucongress.org/eipdf/siu2012Abstract01273.pdf,Young Hwii Ko,Rafael Coelho,Marcelo Orvieto,Ananthakrishnan Sivaraman,Oscar Schatloff,Sanket Chauhan,Rair Carrion,Kenneth Palmer,Jun Cheon,Vipul Patel,,,,,,,,,,
939,Can a Computer Manage Patients with Stable Prostate Cancer in the Community?,http://www.siucongress.org/eipdf/siu2012Abstract01274.pdf,Hesham Salem,Steven Thomas,Amjad Peracha,Simon Williams,Sue Hagen,Steven Pike,Mike Henley,,,,,,,,,,,,,
940,In OAB Patients with Nocturia the Degree of QOL Disturbance and Effects of Anticholinergics on QOL are Equal Between Gender,http://www.siucongress.org/eipdf/siu2012Abstract01275.pdf,Satoru Takahashi,Masayuki Takeda,Osamu Nishizawa,Momokazu Goto,Masaki Yoshida,Naoya Masumori,,,,,,,,,,,,,,
941,Effect of Silodosin on Bladder Microcirculation in a Rat Bladder Outlet Obstruction Model: Evaluation Using a Pencil Lens Charge-Coupled Device Microscopy System,http://www.siucongress.org/eipdf/siu2012Abstract01276.pdf,Kazuna Matsuo,Shun Takai,Tsuyoshi Majima,Tokunori Yamamoto,Yoshihisa Matsukawa,Yasuhito Funahashi,Momokazu Gotoh,,,,,,,,,,,,,
942,Adjustable Transobturator Male System (ATOMS) for Male Post-prostatectomy Stress Urinary Incontinence: Initial Multi-centre Experience in Hong Kong,http://www.siucongress.org/eipdf/siu2012Abstract01277.pdf,Man Chung Law,S K Chu,S Y Chan,H Y Cheung,C W Fan,S M Hou,C W Man,,,,,,,,,,,,,
944,The Limited Value of Upper-Tract Urine Cytology for the Diagnosis of Upper Tract Urothelial Carcinoma,http://www.siucongress.org/eipdf/siu2012Abstract01279.pdf,Nozomi Hayakawa,Eiji Kikuchi,Kazuhiro Matsumoto,Hidaka Kouno,Ryuichi Mizuno,Hirohiko Nagata,Hiroshi Asanuma,Akira MIyajima,Ken Nakagawa,Mototsugu Oya,,,,,,,,,,
946,Oncological Outcome of Docetaxel plus Prednisolone for the Treatment of Metastatic Castration-Resistant Prostate Cancer,http://www.siucongress.org/eipdf/siu2012Abstract01281.pdf,In-Chang Cho,Eun Kyoung Kim,Jae Young Joung,Ho Kyung Seo,Jinsoo Chung,Kang Hyun Lee,,,,,,,,,,,,,,
947,Prevalence of Fluoroquinolone-Resistant Escherichia Coli in the Intestinal Flora of Patients Undergoing Transrectal Ultrasound-Guided Prostate Biopsy: Implications for Antimicrobial Prophylaxis,http://www.siucongress.org/eipdf/siu2012Abstract01282.pdf,Kanao Kobayashi,Keisuke Hieda,Koichi Shoji,Katsutoshi Miyamoto,Hiroshi Masumoto,Shogo Inoue,Tetsutaro Hayashi,Mitsuru Kajiwara,Jun Teishima,Akio Matsubara,,,,,,,,,,
948,Identification of Novel Biomarker Candidates from Serum of Prostate Cancer Patients Using Agarose-Based Two Dimensional Fluorescence Difference Gel Electrophoresis (Agarose 2D-DIGE),http://www.siucongress.org/eipdf/siu2012Abstract01283.pdf,Hidetoshi Kuruma,Yuko Kamata,Takahiro Kimura,Masamichi Oh-Ishi,Yoshio Kodera,Tadakazu Maeda,Shin Egawa,,,,,,,,,,,,,
951,An Extract of Ba-wei-die-huang-wan (THC-002) Increases Skin Temperature and Inhibits Cold-Stress Induced Detrusor Overactivity Related with TRPM8 in Rats,http://www.siucongress.org/eipdf/siu2012Abstract01286.pdf,Tetsuya Imamura,Osamu Ishizuka,Gautam Sudha,Zhang Lei,Wataru Noguchi,Takahiro Yamagishi,Hitoshi Yokoyama,Yoshiki Kurizaki,Osamu Nishizawa,,,,,,,,,,,
953,Neurontin (Gabapentin®) for the Treatment of Chronic Pelvic Pain Syndrome (CPPS) Patients with High Pain Score,http://www.siucongress.org/eipdf/siu2012Abstract01288.pdf,In Rae Cho,Sung Yong Cho,Chulsoo Yoon,,,,,,,,,,,,,,,,,
954,Transient Receptor Potential Channel M8 (TRPM8) Antagonist Inhibits Cold-stress and Menthol Induced Detrusor Overactivity in Conscious Rats,http://www.siucongress.org/eipdf/siu2012Abstract01289.pdf,Zhang Lei,Tetsuya Imamura,Osamu Ishizuka,Gautam Sudha,Wataru Noguchi,Takahiro Yamagishi,Hitoshi Yokoyama,Yoshiki Kurizaki,Osamu Nishizawa,,,,,,,,,,,
955,Development of Laparoendoscopic Single-Site Surgery (LESS) Partial Nephrectomy without Ischemia for Small Renal Tumor,http://www.siucongress.org/eipdf/siu2012Abstract01290.pdf,Noriyasu Kawai,Taku Naiki,Kentaro Mizuno,Takahiro Yasui,Keiichi Tozawa,Shoichi Sasaki,Yutaro Hayashi,Kenjiro Kohri,,,,,,,,,,,,
956,A Prospective Study about the Detection Rate of Prostate Cancer in Patients with High Serum Prostate Specific Antigen in Consideration of Prostatic Inflammation and Antibiotics Treatment,http://www.siucongress.org/eipdf/siu2012Abstract01291.pdf,In Rae Cho,Sung Yong Cho,Chulsoo Yoon,,,,,,,,,,,,,,,,,
958,The Acceptability and Expectations Towards PDE5-I in ED Treatment in Cultural and Socio-economically Diverse Asian Populations,http://www.siucongress.org/eipdf/siu2012Abstract01293.pdf,Chia Yew Kong,Kor Woi Tiang,Keng Lim Ng,"George, Eng Geap Lee",Azad Hassan Abdul Razack,,,,,,,,,,,,,,,
960,Synergism Between IL-2 and/or Anti-Regulatory T Cell Antibody Injection and Hyperthermic Treatment Using Nano-Scale Magnetite Conjugated Cationic Liposome Effect Cancer Immune Therapy,http://www.siucongress.org/eipdf/siu2012Abstract01295.pdf,Noriyasu Kawai,Daichi Kobayashi,Toshiki Etani,Taku Naiki,Kenji Yamada,Yousuke Ikegami,Kazuhiro Kanemoto,Katsuhiro Fukuda,Keiichi Tozawa,Kenjiro Kohri,,,,,,,,,,
964,Combined Chemotherapy with Gemcitabine and Carboplatin for Metastatic Urothelial Carcinomas in Patients with High Renal Insufficiency,http://www.siucongress.org/eipdf/siu2012Abstract01299.pdf,Nozomu Tanji,Tetsuya Fukumoto,Noriyoshi Miura,Yutaka Yanagihara,Akitomi Shirato,Kouji Azuma,Yuuki Miyauchi,Tadahiko Kikugawa,Kenji Shimamoto,Masayoshi Yokoyama,,,,,,,,,,
965,Clinical Impact of Anti-Platelet Medication in Patients with Non-Muscle Invasive Bladder Cancer Treated with BCG Therapy,http://www.siucongress.org/eipdf/siu2012Abstract01300.pdf,Kazuyuki Yuge,Eiji Kikuchi,Nobuyuki Tanaka,Toshikazu Takeda,Kazuhiro Matsumoto,Akira Miyajima,Ken Nakagawa,Mototsugu Oya,,,,,,,,,,,,
966,Active Surveillance for the Management of Low-Risk Prostate Cancer in a Japanese Cohort,http://www.siucongress.org/eipdf/siu2012Abstract01301.pdf,Hirokazu Takeda,Yojiro Nakano,Yuta Kashiwagi,Ippei Kojima,Shun Takai,Takashi Fujita,,,,,,,,,,,,,,
967,Effect of Hyaluronic Acid on Urine Nerve Growth Factor in Cyclophosphamide-Induced Cystitis,http://www.siucongress.org/eipdf/siu2012Abstract01302.pdf,Dong-Ru Ho,Chih-Shou Chen,Pey-Jium Chang,Wei-Yu Lin,Yun-Chin Huang,Ching-Fang Wu,,,,,,,,,,,,,,
968,C-Reactive Protein as a Prognostic Biomarker for Advanced Renal Cell Carcinoma Treated with Sunitinib,http://www.siucongress.org/eipdf/siu2012Abstract01303.pdf,Yoji Wakatabe,Tetsuo Fujita,Masatsugu Iwamura,Ryota Maeyama,Morihiro Nishi,Shinji Kurosaka,Kazumasa Matsumoto,Kazunari Yoshida,Shiro Baba,,,,,,,,,,,
969,Leukopenia as a Risk Factor for Osteonecrosis of the Jaw in Metastatic Prostate Cancer Receiving Zoledronic Acid and Docetaxel,http://www.siucongress.org/eipdf/siu2012Abstract01304.pdf,Haruki Kume,Hideyo Miyazaki,Hiroaki Nishimatsu,Motofumi Suzuki,Tetsuya Fujimura,Hiroshi Fukuhara,Yutaka Enomoto,Yasuhiko Igawa,Yoshikazu Hirano,Yukio Homma,,,,,,,,,,
971,Correlation of Intraoperatively-Measured Bladder Capacity and Post-Operative Re-Catheterization after Holmium Laser Enucleation of the Prostate (HoLEP),http://www.siucongress.org/eipdf/siu2012Abstract01306.pdf,Woo Suk Choi,Sang Hoon Song,Jumgbum Bae,Hyeon-Jun Kim,Young Ju Lee,Minsoo Choo,Seung-June Oh,Jae-Seung Paick,,,,,,,,,,,,
972,What Is the Predictor of Prolonged Operative Time During Laparoscopic Radical Prostatectomy?,http://www.siucongress.org/eipdf/siu2012Abstract01307.pdf,Gou Kaneko,Akira Miyajima,Satoshi Yazawa,Eiji Kikuchi,Ken Nakagawa,Mototsugu Oya,,,,,,,,,,,,,,
973,Periurethral Injection of Autologous Adipose-Derived Regenerative Cells for the Treatment of Stress Urinary Incontinence: Outcome of a Preliminary Clinical Trial in Male Patients,http://www.siucongress.org/eipdf/siu2012Abstract01308.pdf,Tokunori Yamamoto,Yoshihisa Matsukawa,Yasuhito Funahashi,Momokazu Gotoh,,,,,,,,,,,,,,,,
974,Feasibility of Ejaculation Preservation Technique of Holmium Laser Enucleation of the Prostate (HoLEP),http://www.siucongress.org/eipdf/siu2012Abstract01309.pdf,Jae-Seung Paick,Woo Suk Choi,Sang Hoon Song,Hyeon-Jun Kim,Hanhn-Ey Lee,Soo Woong Kim,,,,,,,,,,,,,,
975,Application of Modified Clavien Classification System to 120W Greenlight HPS Laser For BPH: Is It Useful in Case of Less Invasive Procedures?,http://www.siucongress.org/eipdf/siu2012Abstract01310.pdf,Ohseong Kwon,Young Ju Lee,Sohyun Park,Min Young Jeong,Sung Yong Cho,Hwancheol Son,,,,,,,,,,,,,,
980,Comparison of Overall Survival Between the Life Expectancy and the Actual Estimated Outcome in Patients Who Underwent Radical Nephrectomy for Renal Cell Carcinoma,http://www.siucongress.org/eipdf/siu2012Abstract01315.pdf,Nobumichi Tanaka,Kiyohide Fujimoto,Masatake Shinohara,Keisuke Kiba,Syunta Hori,Yosuke Morisawa,Eijiro Okajima,Shigehiro Tsujimoto,Shuya Hirao,Yoshihiko Hirao,,,,,,,,,,
